"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8"
"356";"V_in_chg_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"357";"IBatt_Avg";"1495780551";"OVPF";"2016-07-22T15:28:00Z";"2017-09-22T16:29:00Z";"-21.208587";"55.571453";"0"
"358";"WD_MeanUnitVector";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"359";"RH_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"360";"FDnum_Avg";"1465986484";"La Possession";"2012-10-11T10:37:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"361";"Patm_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"362";"WS_Mean";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"363";"Hamount_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"364";"FD_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"365";"Text_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"366";"Tenc_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"367";"RECORD";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"368";"battVolt_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"369";"TinDL_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"370";"Rain_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"371";"WD_StdDev";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"372";"FGnum_Avg";"1465986484";"La Possession";"2012-10-11T10:37:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"373";"FG_Avg";"1465986484";"La Possession";"2012-10-11T10:36:00Z";"2018-03-04T12:29:00Z";"-20.930611";"55.328967";"0"
"374";"Patm_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"375";"RECORD";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"376";"Tenc_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"377";"WD_MeanVector";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"378";"WS_Mean";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"379";"FG_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"380";"Hamount_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"381";"RH_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"382";"FDnum_Avg";"1466078527";"Bras Panon";"0";"0";"-21.002649";"55.682897";"0"
"383";"WD_StdDev";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"384";"battVolt_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"385";"FD_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"386";"FGnum_Avg";"1466078527";"Bras Panon";"0";"0";"-21.002649";"55.682897";"0"
"387";"TinDL_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"388";"Text_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"389";"Rain_Avg";"1466078527";"Bras Panon";"2012-12-15T05:30:00Z";"2013-02-15T14:34:00Z";"-21.002649";"55.682897";"0"
"390";"RECORD";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z";"-21.002649";"55.682897";"0"
"391";"FD";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z";"-21.002649";"55.682897";"0"
"392";"Tcab";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z";"-21.002649";"55.682897";"0"
"393";"Tdl";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z";"-21.002649";"55.682897";"0"
"394";"FG";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z";"-21.002649";"55.682897";"0"
"395";"Text";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z";"-21.002649";"55.682897";"0"
"396";"U_DLF_Avg";"1466078657";"Bras Panon";"2010-11-19T09:50:00Z";"2012-12-13T15:28:00Z";"-21.002649";"55.682897";"0"
"397";"RH_Avg";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z";"-20.93";"55.33";"0"
"398";"WD_StdDev";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z";"-20.93";"55.33";"0"
"399";"FG_Avg";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z";"-20.93";"55.33";"0"
"400";"Patm_Avg";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z";"-20.93";"55.33";"0"
"401";"FD_Avg";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z";"-20.93";"55.33";"0"
"402";"Text_Avg";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z";"-20.93";"55.33";"0"
"403";"WS_Mean";"1489063001";"Test Quality Control";"2016-03-08T00:00:00Z";"2017-03-16T00:00:00Z";"-20.93";"55.33";"0"
"404";"EPLAB_Pyrheliometer_Avg";"1465996107";"Durban";"2013-08-30T16:08:00Z";"2017-10-25T07:25:00Z";"-29.867473";"30.980205";"0"
"405";"Rain_mm_Tot";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"406";"SPN1dig_Diffuse_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"407";"AirTC_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"408";"EPLAB_Pyranometer_35622_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"409";"CUV5SlrW_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"410";"CHP1SlrW_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"411";"SPN1dig_Total_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"412";"SPN1dig_Presence";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"413";"BattV_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"414";"CMP11_2SlrW_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"415";"WS_ms_Max";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"416";"CMP11_1SlrW_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"417";"EPLAB_Pyranometer_35662_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"418";"WindDir_D1_WVT";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"419";"BP_mbar_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"420";"WS_ms_S_WVT";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"421";"RECORD";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"422";"RH";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"423";"WindDir_SD1_WVT";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"424";"Batt24V_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"425";"EPLAB_Pyranometer_35663_Avg";"1465996107";"Durban";"2013-08-30T14:58:00Z";"2017-10-25T10:10:00Z";"-29.867473";"30.980205";"0"
"426";"FG_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"427";"Text_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"428";"FGnum_Avg";"1466078597";"Bras Panon";"2013-03-22T09:22:00Z";"2013-03-22T09:32:00Z";"-21.002649";"55.682897";"0"
"429";"RECORD";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"430";"Hamount_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"431";"Tenc_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"432";"battVolt_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"433";"FDnum_Avg";"1466078597";"Bras Panon";"2013-03-22T09:22:00Z";"2013-03-22T09:32:00Z";"-21.002649";"55.682897";"0"
"434";"Patm_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"435";"WD_StdDev";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"436";"FD_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"437";"Rain_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"438";"WS_Mean";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"439";"TinDL_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"440";"WD_MeanVector";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"441";"RH_Avg";"1466078597";"Bras Panon";"2013-02-15T11:13:00Z";"2014-09-17T23:59:00Z";"-21.002649";"55.682897";"0"
"442";"WD_MeanUnitVector";"1466078597";"Bras Panon";"2013-09-06T11:02:00Z";"2013-10-09T15:52:00Z";"-21.002649";"55.682897";"0"
"443";"Patm_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"444";"FG_Max";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"445";"WD_MeanVector";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"446";"TinDL_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"447";"FG_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"448";"FDsec_Std";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"449";"Sun_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"450";"Ri_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"451";"FD_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"452";"RH_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"453";"FG_Std";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"454";"WS_Mean";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"455";"FD_Max";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"456";"Rp_Max";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"457";"FD_Min";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"458";"FDsec_Max";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"459";"isRainReseted";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"460";"WSx_Max";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"461";"RECORD";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"462";"Rain_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"463";"FGsec_Avg";"1466062876";"Le Port Mairie";"2015-06-17T10:09:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"464";"FGsec_Min";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"465";"FG_Min";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"466";"Text_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"467";"Rain_min_Avg";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"468";"battVolt_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"469";"FD_Std";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"470";"FDsec_Avg";"1466062876";"Le Port Mairie";"2015-06-17T10:09:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"471";"FGsec_Std";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"472";"FDsec_Min";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"473";"Tenc_Avg";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"474";"FGsec_Max";"1466062876";"Le Port Mairie";"2015-08-19T16:50:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"475";"WD_StdDev";"1466062876";"Le Port Mairie";"2015-05-27T09:47:00Z";"2018-01-29T22:32:00Z";"-20.935233";"55.290266";"0"
"476";"UUV_E_Avg";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2016-09-26T14:29:00Z";"-20.90146";"55.483593";"0"
"477";"Batt_Volt_Min";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"478";"P3_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z";"-20.90146";"55.483593";"0"
"479";"UUV_A_Avg";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2016-09-26T14:29:00Z";"-20.90146";"55.483593";"0"
"480";"U_UVE_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"481";"TencMux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-10-16T14:14:00Z";"-20.90146";"55.483593";"0"
"482";"F_UVA_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"483";"WD_deg_SD1_WVT";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-09-29T07:28:00Z";"-20.90146";"55.483593";"0"
"484";"FGnum_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:09:00Z";"2015-11-09T09:39:00Z";"-20.90146";"55.483593";"0"
"485";"GHI_Skye_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"486";"Rain_024_Tot";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2017-07-07T10:14:00Z";"-20.90146";"55.483593";"0"
"487";"DHI_CM11_Avg";"1465470095";"Saint-Denis Université";"2017-03-28T11:00:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"488";"battVolt_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2012-11-14T09:44:00Z";"-20.90146";"55.483593";"0"
"489";"FG";"1465470095";"Saint-Denis Université";"2008-12-20T00:00:00Z";"2012-12-31T23:59:00Z";"-20.90146";"55.483593";"0"
"490";"Rain";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-12-31T23:59:00Z";"-20.90146";"55.483593";"0"
"491";"Q_Eau1_Avg";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-09-29T07:28:00Z";"-20.90146";"55.483593";"0"
"492";"I_UV_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2012-11-14T09:44:00Z";"-20.90146";"55.483593";"0"
"493";"UVB_Avg";"1465470095";"Saint-Denis Université";"2012-12-19T15:03:00Z";"2013-03-07T13:52:00Z";"-20.90146";"55.483593";"0"
"494";"Batt_Volt";"1465470095";"Saint-Denis Université";"2012-11-16T15:18:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"495";"FDarc_mux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-10-16T14:14:00Z";"-20.90146";"55.483593";"0"
"496";"FGcmp22Mux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-06-23T14:38:00Z";"-20.90146";"55.483593";"0"
"497";"Sun_Avg";"1465470095";"Saint-Denis Université";"2014-10-09T16:04:00Z";"2015-11-09T09:39:00Z";"-20.90146";"55.483593";"0"
"498";"Tdl";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-12-31T23:59:00Z";"-20.90146";"55.483593";"0"
"499";"FG_Avg";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2016-09-26T14:29:00Z";"-20.90146";"55.483593";"0"
"500";"Hamount_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2012-11-14T09:44:00Z";"-20.90146";"55.483593";"0"
"501";"WD03002_MeanUnitVector";"1465470095";"Saint-Denis Université";"2013-02-08T11:40:00Z";"2015-06-23T14:38:00Z";"-20.90146";"55.483593";"0"
"502";"UV_Index_Avg";"1465470095";"Saint-Denis Université";"2015-10-16T16:00:00Z";"2015-11-09T09:39:00Z";"-20.90146";"55.483593";"0"
"503";"intPluie_Avg";"1465470095";"Saint-Denis Université";"2012-11-16T15:18:00Z";"2016-09-26T14:29:00Z";"-20.90146";"55.483593";"0"
"504";"Patm";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-12-31T23:59:00Z";"-20.90146";"55.483593";"0"
"505";"UUV_TEMP_Avg";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2016-09-26T14:29:00Z";"-20.90146";"55.483593";"0"
"506";"WSsonic_Mean";"1465470095";"Saint-Denis Université";"2013-02-08T15:16:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"507";"WS_Mean";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"508";"WindDir1";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-11-28T11:29:00Z";"-20.90146";"55.483593";"0"
"509";"Index_UV_Avg";"1465470095";"Saint-Denis Université";"2015-03-20T11:08:00Z";"2015-10-16T14:15:00Z";"-20.90146";"55.483593";"0"
"510";"UFGskye_Avg";"1465470095";"Saint-Denis Université";"2015-11-09T09:45:00Z";"2016-09-26T14:29:00Z";"-20.90146";"55.483593";"0"
"511";"I_UV";"1465470095";"Saint-Denis Université";"2012-11-16T15:18:00Z";"2012-12-19T14:54:00Z";"-20.90146";"55.483593";"0"
"512";"UV_TEMP_mux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-10-16T14:15:00Z";"-20.90146";"55.483593";"0"
"513";"P6_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z";"-20.90146";"55.483593";"0"
"514";"WDsonic_StdDev";"1465470095";"Saint-Denis Université";"2013-02-08T15:16:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"515";"T_DLM";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-11-28T11:29:00Z";"-20.90146";"55.483593";"0"
"516";"Tenc";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2012-12-31T23:59:00Z";"-20.90146";"55.483593";"0"
"517";"Tenc_Avg";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"518";"Global_Avg";"1465470095";"Saint-Denis Université";"2012-03-22T15:57:00Z";"2012-09-29T07:28:00Z";"-20.90146";"55.483593";"0"
"519";"FluGlo3_Avg";"1465470095";"Saint-Denis Université";"2012-03-22T00:00:00Z";"2012-08-30T06:02:00Z";"-20.90146";"55.483593";"0"
"520";"UV_X_mux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-10-16T14:15:00Z";"-20.90146";"55.483593";"0"
"521";"P1_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z";"-20.90146";"55.483593";"0"
"522";"RH_Avg";"1465470095";"Saint-Denis Université";"2013-01-31T09:38:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"523";"Diffus_Avg";"1465470095";"Saint-Denis Université";"2012-03-22T15:57:00Z";"2012-09-29T07:28:00Z";"-20.90146";"55.483593";"0"
"524";"P4_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2014-10-08T09:43:00Z";"-20.90146";"55.483593";"0"
"525";"Rain_005_Avg";"1465470095";"Saint-Denis Université";"2017-06-20T10:44:00Z";"2017-07-07T10:14:00Z";"-20.90146";"55.483593";"0"
"526";"Flu_UV_Avg";"1465470095";"Saint-Denis Université";"2012-10-31T15:08:00Z";"2012-11-14T09:44:00Z";"-20.90146";"55.483593";"0"
"527";"WS03002_Mean";"1465470095";"Saint-Denis Université";"2013-02-08T11:40:00Z";"2015-06-23T14:38:00Z";"-20.90146";"55.483593";"0"
"528";"WD_MeanUnitVector";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"529";"FD_Avg";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2016-09-26T14:29:00Z";"-20.90146";"55.483593";"0"
"530";"UFGcmp3Mux_Avg";"1465470095";"Saint-Denis Université";"2013-04-23T09:01:00Z";"2013-04-23T09:41:00Z";"-20.90146";"55.483593";"0"
"531";"Text";"1465470095";"Saint-Denis Université";"2008-12-20T00:00:00Z";"2012-11-28T11:29:00Z";"-20.90146";"55.483593";"0"
"532";"detPluie_Avg";"1465470095";"Saint-Denis Université";"2013-01-01T00:00:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"533";"WD03002_StdDev";"1465470095";"Saint-Denis Université";"2013-02-08T11:40:00Z";"2015-06-23T14:38:00Z";"-20.90146";"55.483593";"0"
"534";"TempAir_Avg";"1465470095";"Saint-Denis Université";"2013-01-31T09:38:00Z";"2017-06-26T08:14:00Z";"-20.90146";"55.483593";"0"
"535";"Tspn1Int_Avg";"1465470095";"Saint-Denis Université";"2013-05-15T11:55:00Z";"2014-10-08T09:43:00Z";"-20.90146";"55.483593";"0"
"536";"FGskye_Avg";"1465470095";"Saint-Denis Université";"2013-02-08T11:40:00Z";"2015-11-09T09:39:00Z";"-20.90146";"55.483593";"0"
"537";"UV_A_mux_Avg";"1465470095";"Saint-Denis Université";"2013-03-07T14:21:00Z";"2015-10-16T14:15:00Z";"-20.90146";"55.483593";"0"
